id,_title,_description,keywords,_circa,_date created,_material,_width,_height,_depicts,year,_Lat,_Lon
001ALA011016,Praia de Botafogo,"Vista noturna da Praia de Botafogo, a partir do Morro da Viúva. No centro da imagem pode-se ver a torre da Igreja Imaculada Conceição. No horizonte, a Pedra da Gávea e o Pico do Corcovado iluminado",Not available,1915 – 1925,,FOTOGRAFIA/ Papel,21.7 cm,15.7 cm,,1920,,
001ALA011017,"Hotel Central, na Praia do Flamengo","O Hotel Central ficava na Praia do Flamengo, esquina com a rua Barão do Flamengo. Foi construído em 1915, no lugar do balneário High-Life, e era também uma casa de banho, contando com pequenos quartos onde os banhistas trocavam de roupa. Foi demolido em 1951 e em seu lugar erguido o edifício Conde de Nassau.",Not available,1915 – 1925,,FOTOGRAFIA/ Papel,21.9 cm,16.0 cm,,1920,,
001ALA011018,Avenida Rio Branco,"Avenida Rio Branco, antiga Avenida Central, até 1912, tomada da Cinelândia em direção à Praça Mauá. No centro e ao fundo, o Theatro Municipal.",Not available,1915 – 1925,,FOTOGRAFIA/ Papel,21.9 cm,16.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1920,,
001ALA011019,Avenida Central,"Vista noturna da Avenida Central. No centro, ao fundo, o obelisco comemorativo da conclusão das obras da avenida duplamente inaugurada: o primeiro trecho em 07 de setembro de1904. Passou a chamar-se Rio Branco em 10 de março de 1912, um mês após a morte do barão homenageado. À esquerda, no primeiro plano, a Escola de Belas Artes seguida da Biblioteca Nacional.",Not available,1915 – 1925,,FOTOGRAFIA/ Papel,21.9 cm,16.0 cm,,1920,,
001ALA011020,Avenida Rio Branco,"Vista noturna da Avenida Rio Branco, antiga Avenida Central, até 1912. Totalmente iluminada, a avenida recebeu 55 lâmpadários de luz elétrica, instalados pela Light em 15 de novembro de 1905, por ocasião da inauguração do segundo trecho da avenida. Nas calçadas foram instalados lampiões à gás. À esquerda da imagem, parte do Teatro Municipal e da Praça Marechal Floriano.",Not available,1915 – 1925,,FOTOGRAFIA/ Papel,21.9 cm,16.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1920,,
001AM001001,Palácio Guanabara,"Fachada do Palácio Guanabara, vista frontal. Vê-se bandeira hasteada no centro da edificação.",Augusto Malta,,"August 20, 1913",FOTOGRAFIA/ Papel,23 cm,17 cm,,1913,,
001AM002001,Vista da aléia das palmeiras a partir do Palácio Guanabara,"Vista da rua Paissandu em toda a sua extensão, a partir do terraço do palácio Guanabara.",Augusto Malta,1915 – 1925,,FOTOGRAFIA/ Papel,16.4 cm,22.2 cm,,1920,,
001AM002002,Terraço do Palácio da Guanabara,Dois homens no terraço do Palácio Guanabara.,Augusto Malta,1915 – 1925,,FOTOGRAFIA/ Papel,16.4 cm,22.3 cm,,1920,,
001AM003,Escola Estácio de Sá,"Fachada da escola Estácio de Sá, fundada em 1911 na Fortaleza de São João.",Augusto Malta,1911 – 1920,,FOTOGRAFIA/ Papel,22.8 cm,17 cm,,1915,,
001AM004,Igreja Positivista do Brasil,"O Templo da Humanidade é a sede da Igreja Positivista do Brasil, fica na rua Benjamin Constant, fundado em 1881 no bairro da Glória.",Augusto Malta,1915 – 1925,,FOTOGRAFIA/ Papel,22.8 cm,17.1 cm,,1920,,
001AM005001,Inauguração da Estátua da Amizade em frente a Igreja de Santa Luzia,"Inaugurado em 4 de julho de 1931, o monumento à amizade Brasil-Estados Unidos nos foi presenteado por uma iniciativa da Câmara Americana de Comércio, por conta da comemoração do primeiro centenário da emancipação política do Brasil. Localizava-se inicialmente na Praça Estados Unidos, tendo sido reinaugurada em 1942 na Praça 4 de Julho, em frente à Embaixada Americana. O monumento, obra do escultor Charles Keeke, representa uma mulher de pé sustentando com a mão direita uma palma de louros e com a esquerda as bandeiras brasileira e norte-americana. No pedestal do monumento há dois medalhões e logo abaixo a inscrição ""Amizade do povo americano ao povo brasileiro 07/09/1822- 07/09/1922"".",Augusto Malta,,"July 4, 1931",FOTOGRAFIA/ Papel,23.3 cm,17 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1931,,
001AM005002,Inauguração da Estátua da Amizade em frente a Igreja de Santa Luzia,"Inaugurado em 4 de julho de 1931, o monumento à amizade Brasil-Estados Unidos nos foi presenteado por uma iniciativa da Câmara Americana de Comércio, por conta da comemoração do primeiro centenário da emancipação política do Brasil. Localizava-se inicialmente na Praça Estados Unidos, tendo sido reinaugurada em 1942 na Praça 4 de Julho, em frente à Embaixada Americana. O monumento, obra do escultor Charles Keeke, representa uma mulher de pé sustentando com a mão direita uma palma de louros e com a esquerda as bandeiras brasileira e norte-americana. No pedestal do monumento há dois medalhões e logo abaixo a inscrição ""Amizade do povo americano ao povo brasileiro 07/09/1822- 07/09/1922"".",Augusto Malta,,"July 4, 1931",FOTOGRAFIA/ Papel,23.4 cm,16.9 cm,,1931,,
001AM006,Quinta da Boa Vista,,Augusto Malta,1910 – 1920,,FOTOGRAFIA/ Papel,23 cm,17 cm,,1915,,
001AM008,"Jockey Club, com a Pedra da Gávea ao fundo",Jardim interno do Jockey Club.,Augusto Malta,1920 – 1930,,FOTOGRAFIA/ Papel,22.8 cm,17.5 cm,,1925,,
001AM010,Praça Marechal Floriano,"Vista do Teatro Municipal, Escola Nacional de Belas Artes (atual Museu Nacional de Belas Artes), trecho da  Avenida Rio Branco e parte da Praça Marechal Floriano.",Augusto Malta,1917 – 1923,,FOTOGRAFIA/ Papel,22.7 cm,16.8 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1920,,
001AM011,Praça Tiradentes,"Aspecto das imediações da praça Tiradentes. Rua com transeuntes, carros e bondes, um deles em direção a Engenho de Dentro.",Augusto Malta,,1924,FOTOGRAFIA/ Papel,22.9 cm,17.5 cm,,1924,,
001AM013,Bonde em frente a Igreja do Santíssimo Sacramento da Antiga Sé,"Bonde de linha não identificada, com inscrição lateral de número 449.",Augusto Malta,,"May 28, 1924",FOTOGRAFIA/ Papel,22.9 cm,17.4 cm,,1924,,
001AM014001,Exposição de 1908,"Vista geral da Exposição de 1908, em comemoração ao centenário da Abertura dos Portos às Nações Amigas, em fase final de construção.",Augusto Malta,,1908,FOTOGRAFIA/ Papel,28.3 cm,22.2 cm,,1908,,
001AM014002,Vista da Exposição de 1908,"Vista geral da Exposição de 1908, em comemoração ao centenário da Abertura dos Portos às Nações Amigas.",Augusto Malta,,"May 10, 1908",FOTOGRAFIA/ Papel,28.3 cm,22.3 cm,,1908,,
001AMF016001,Vista do Outeiro e do mercado da Glória,,Marc Ferrez,1880 – 1890,,FOTOGRAFIA/ Papel,19.4 cm,15.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1532671"">Glória</a>",1885,,
001AMF016002,Vista do bairro do Catete e do Pão de Açucar tomada de Santa Teresa,,Marc Ferrez,1880 – 1890,,FOTOGRAFIA/ Papel,20.1 cm,14.7 cm,,1885,,
001AMF016005,Porto do Rio de Janeiro,,Marc Ferrez,1880 – 1890,,FOTOGRAFIA/ Papel,20.1 cm,14.7 cm,,1885,,
001AMF016006,Docas D. Pedro II e embarcações,,Marc Ferrez,1880 – 1890,,FOTOGRAFIA/ Papel,20.0 cm,14.8 cm,,1885,,
001AMF016008,Porto e Mosteiro de São Bento,,Marc Ferrez,1880 – 1890,,FOTOGRAFIA/ Papel,20.2 cm,14.5 cm,,1885,,
001AMF016016,O Porto e o Mosteiro de São Bento,,Marc Ferrez,1880 – 1890,,FOTOGRAFIA/ Papel,20.0 cm,15.0 cm,,1885,,
001AMF016025,Vista de Laranjeiras,,Marc Ferrez,1880 – 1890,,FOTOGRAFIA/ Papel,20.4 cm,15.1 cm,,1885,,
001AMF016042,Comemoração em cais,,Marc Ferrez,1880 – 1890,,FOTOGRAFIA/ Papel,20.2 cm,15.2 cm,,1885,,
001AN01001001,"Vista da Praia de Botafogo, tomada do Morro da Viúva","Vista da Praia de Botafogo, tomada do Morro da Viúva. À direita vê-se a torre sineira da Igreja da Imaculada Conceição e, no horizonte, o Morro Dois Irmãos, a Pedra da Gávea e o Corcovado.",Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,10.5 cm,7.8 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1907,,
001AN01001002,Vista da praia de Botafogo,"Vista da praia de Botafogo a partir do morro da Viúva, com morro do Corcovado ao fundo.",Anônimo,,1907,FOTOGRAFIA/ Papel,10.5 cm,7.8 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1907,,
001AN01001003,"Vista da Praia de Botafogo, com o Morro do Corcovado à direita",,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,10.5 cm,8.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1907,,
001AN01001004,Vista para a Baía de Guanabara,,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,10.5 cm,8.0 cm,,1907,,
001AN01001006,"Vista do Pico do Corcovado, ainda com o mirante Chapéu de Sol","Vista do morro do Corcovado ainda com o mirante Chapéu de Sol, substituído em 1931 pela estátua do Cristo Redentor.",Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,10.1 cm,7.4 cm,,1907,,
001AN01001007,"Praia de Copacabana, com vista do Pão de Açúcar",,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,10.5 cm,8.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q202730"">Copacabana</a>",1907,,
001AN01001008,"Praia de Ipanema, com vista do Morro Dois Irmãos e da Pedra da Gávea",,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,10.3 cm,7.4 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q468540"">Ipanema</a>",1907,,
001AN01001009,Mulher e criança na praia de Copacabana,,Anônimo,,June 1907,FOTOGRAFIA/ Papel,10.5 cm,8.0 cm,,1907,,
001AN01001010,Praia de Copacabana,,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,10.5 cm,8.0 cm,,1907,,
001AN01001011,"Praia de Ipanema, com Morro Dois Irmãos ao fundo",,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,10.5 cm,8.0 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q468540"">Ipanema</a>",1907,,
001AN01001018,Campo de Santana,,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,10.5 cm,8.0 cm,,1907,,
001AN01001019,Campo de Santana,,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,10.5 cm,8.0 cm,,1907,,
001AN01001020,Campo de Santana,,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,10.5 cm,8.0 cm,,1907,,
001AN01001026,Pedra da Gávea vista da Tijuca,,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,10.5 cm,8.0 cm,,1907,,
001AN01001027,"Serra da Tijuca, atual Estrada Redentor",,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,10.5 cm,8.0 cm,,1907,,
001AN01001029,Serra da Tijuca vista do Sumaré,,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,10.5 cm,8.0 cm,,1907,,
001AN01001031,Palmeiras Imperiais na Rua Paissandu,,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,10.5 cm,8.0 cm,,1907,,
001AN01002001,"Vista da Praia de Botafogo, ao fundo o Morro do Corcovado e a Pedra da Gávea",,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1907,,
001AN01002002,"Vista da Praia de Botafogo, ao fundo o Morro do Corcovado",,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1907,,
001AN01002003,Vista da Enseada de Botafogo e de parte da avenida Beira-Mar,,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1907,,
001AN01002004,Bairro das Laranjeiras visto de Santa Teresa,,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1907,,
001AN01002005,"Vista do bairro de Laranjeiras, com o Pão de Açúcar à esquerda",,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1907,,
001AN01002006,Bairro do Catete visto de Santa Teresa,,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1907,,
001AN01002007,"Glória, Palácio Monroe e Passeio Público, a partir do centro",,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1911,,
001AN01002008,"Avenida Central, vendo-se o prédio do Supremo Tribunal Federal, Palácio Monroe e o Passeio Público","Em frente ao Supremo Tribunal Federal (atual CCJF), provavelmente, trata-se da obra de construção do Theatro Municipal.",Anônimo,1905 – 1909,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1907,,
001AN01002009A,"Fundos da Biblioteca Nacional, ao fundo os Arcos da Lapa e Santa Teresa",,Anônimo,1910 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1913,,
001AN01002009B,"Fundos da Biblioteca Nacional, ao fundo os Arcos da Lapa e Santa Teresa",,Anônimo,1910 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1913,,
001AN01002010,Vista da Avenida Beira-Mar a partir da Glória,,Anônimo,1912 – 1922,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q1532671"">Glória</a>",1917,,
001AN01002011,Bairro de Santa Teresa com o Castelinho do Valentim ao fundo,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002012,Bairro de Santa Teresa com o Castelinho do Valentim ao fundo,,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1907,,
001AN01002013,"Santa Teresa, com a Estação do Curvelo ao fundo",,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002014,Bairro de Santa Teresa,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002015,"Vista da praça XV e região central, a partir da Baía de Guanabara",,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002016,"Vista da enseada de Botafogo, com Copacabana ao fundo, a partir do Mirante Dona Marta",,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q894624"">Botafogo (Bairro)</a>",1911,,
001AN01002017A,"Vista da Lagoa Rodrigo de Freitas, praias de Ipanema e Leblon, a partir do Mirante Dona Marta",,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002017B,"Vista da Lagoa Rodrigo de Freitas e praias de Ipanema e Leblon, ao fundo o Morro Dois Irmãos",,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002018,Vista do Pão de Açúcar a partir de Santa Teresa,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002019,Enseada de Botafogo a partir do Morro da Viúva,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002020,Vista do Pão de Açúcar a partir da enseada de Botafogo,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002021,Vista do Pão de Açúcar,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002022,Vista da Baía de Guanabara a partir de Niterói,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002023,"Embarcações na Baía de Guanabara, Pão de Açúcar ao fundo",,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002025,Rochas na praia de Ipanema,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002026,Pedra da Gávea a partir de São Conrado,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002027,Pedra da Gávea a partir do Alto da Boa Vista,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002028,Morro do Corcovado a partir da Gávea,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002029,Vista do morro do Corcovado a partir de Laranjeiras,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002030,Morro do Corcovado visto de Santa Teresa,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002031,Morro do Corcovado a partir do Mirante Dona Marta,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002032,Serra da Tijuca vista do Sumaré,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002034,Rochas na Avenida Niemeyer,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2540325"">São Conrado</a>",1911,,
001AN01002035,Avenida Niemeyer,,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1907,,
001AN01002038,Rua Gonçalves Dias em obras,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002039,Rua Primeiro de Março,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,"<a class=""uri-value-link"" target=""_blank"" href=""http&#x3A;&#x2F;&#x2F;www.wikidata.org&#x2F;entity&#x2F;Q2946148"">Centro</a>",1911,,
001AN01002040,Edifício na Avenida Central,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002041,Fachada de edifício na Avenida Central,,Anônimo,1906 – 1916,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1911,,
001AN01002045,"Cômoro Frei Leandro ou Casa dos Cedros, no Jardim Botânico",,Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1907,,
001AN01002047,Caixa Velha da Tijuca,"Estrada Velha da Tijuca, 1170.",Anônimo,1902 – 1912,,FOTOGRAFIA/ Papel,9.8 cm,7.3 cm,,1907,,
