qid,Qid,P31,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
Q97772921,,Q125191,Exposição de 1908,Fotografia de Augusto Malta,Photograph by Augusto Malta,1908-01-01T00:00:00Z/9,,,Q155,@-22.954048590515235/-43.17148053607885,20.95996286182376U11573,85.84753666051611U28390,84.50305756434301U28390,Q16495239,Q11472,Q71989864,001AM014001,Q172984,50.0U28390,28.3U174728,22.2U174728,79153
Q97772922,,Q125191,Vista da Exposição de 1908,Fotografia de Augusto Malta,Photograph by Augusto Malta,1908-05-10T00:00:00Z/11,,,Q155,@-22.951691296656872/-43.17820649461928,60.65206716937657U11573,102.5830044594589U28390,89.99533979484694U28390,Q16495239,Q11472,Q71989864,001AM014002,Q172984,49.26U28390,28.3U174728,22.3U174728,79154
Q65620368,,Q125191,Vista do Outeiro e do mercado da Glória,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.918495228291892/-43.17781034874498,56.68644931618889U11573,134.2084309817136U28390,88.33293145827295U28390,Q3180571,Q11472,Q71989864,001AMF016001,Q580807,38.4U28390,19.4U174728,15.0U174728,70929
Q97772882,,Q125191,Vista do bairro do Catete e do Pão de Açucar tomada de Santa Teresa,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.91995780336647/-43.180423624132565,87.26638977751803U11573,147.9184688420136U28390,85.49998987037145U28390,Q3180571,Q11472,Q71989864,001AMF016002,Q580807,40.39U28390,20.1U174728,14.7U174728,79092
Q97772681,,Q125191,Porto do Rio de Janeiro,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.895510116967557/-43.1835868316334,21.938638454074283U11573,-127.7152663142105U28390,94.06877038991793U28390,Q3180571,Q11472,Q71989864,001AMF016005,Q580807,39.85U28390,20.1U174728,14.7U174728,70931
Q97772682,,Q125191,Docas D. Pedro II e embarcações,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89584148500002/-43.18611962699992,8.43103816262174U11573,155.6869903681628U28390,98.79000000000002U28390,Q3180571,Q11472,Q71989864,001AMF016006,Q580807,40.17U28390,20.0U174728,14.8U174728,70932
Q97772684,,Q125191,Porto e Mosteiro de São Bento,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.895539568/-43.180213874000025,11.82242284345355U11573,105.4211844129253U28390,91.81368343238907U28390,Q3180571,Q11472,Q71989864,001AMF016008,Q580807,46.79U28390,20.2U174728,14.5U174728,70934
Q97772686,,Q125191,O Porto e o Mosteiro de São Bento,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.897786410625272/-43.17615534532165,8.341300493771149U11573,-35.75187422841507U28390,94.7963786328739U28390,Q3180571,Q11472,Q71989864,001AMF016016,Q580807,59.94U28390,20.0U174728,15.0U174728,70942
Q97772687,,Q125191,Vista de Laranjeiras,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.93803922280539/-43.187453127399635,86.08652142878643U11573,94.936972790553U28390,87.24673848086556U28390,Q3180571,Q11472,Q71989864,001AMF016025,Q580807,45.51U28390,20.4U174728,15.1U174728,70951
Q97772691,,Q125191,Comemoração em cais,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89877561269345/-43.17651973461296,8.717477678520321U11573,-112.4910710343627U28390,93.13153927464589U28390,Q3180571,Q11472,Q71989864,001AMF016042,Q580807,50.0U28390,20.2U174728,15.2U174728,70968
Q65620155,,Q125191,"Vista da Praia de Botafogo, tomada do Morro da Viúva",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.9425846857182/-43.17612856260518,15.906319861977492U11573,-123.0122025457076U28390,94.24000000000004U28390,Q4233718,Q11472,Q71989864,001AN01001001,Q172984,50.0U28390,10.5U174728,7.8U174728,79093
Q65620156,,Q125191,Vista da praia de Botafogo,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/9,,,Q155,@-22.94186817701694/-43.175128327004245,54.899425438825375U11573,-108.0553847485324U28390,93.27546608621857U28390,Q4233718,Q11472,Q71989864,001AN01001002,Q172984,38.21U28390,10.5U174728,7.8U174728,79152
Q65620157,,Q125191,"Vista da Praia de Botafogo, com o Morro do Corcovado à direita",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.942577068649438/-43.17577172509971,52.502280710042655U11573,-122.38201653744079U28390,89.8294543193346U28390,Q4233718,Q11472,Q71989864,001AN01001003,Q172984,39.35U28390,10.5U174728,8.0U174728,79094
Q97772883,,Q125191,Vista para a Baía de Guanabara,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.94209793658925/-43.17550517622383,54.530834728560215U11573,17.968877618831762U28390,91.43103730638815U28390,Q4233718,Q11472,Q71989864,001AN01001004,Q172984,60.01U28390,10.5U174728,8.0U174728,79095
Q97772884,,Q125191,"Vista do Pico do Corcovado, ainda com o mirante Chapéu do Sol",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.952237006/-43.226134422999976,509.0561792496636U11573,81.5452434346605U28390,88.20999999999998U28390,Q4233718,Q11472,Q71989864,001AN01001006,Q172984,36.71U28390,10.1U174728,7.4U174728,79096
Q65620160,,Q125191,"Praia de Copacabana, com vista do Pão de Açúcar",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.98460150800003/-43.18994060200001,8.618777890576169U11573,32.64702102607009U28390,93.16000000000008U28390,Q4233718,Q11472,Q71989864,001AN01001007,Q172984,35.57U28390,10.5U174728,8.0U174728,80340
Q65620161,,Q125191,"Praia de Ipanema, com vista do Morro Dois Irmãos e da Pedra da Gávea",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.98966333396885/-43.191101621044275,10.850123236266711U11573,-89.68901024208071U28390,85.97856287372841U28390,Q4233718,Q11472,Q71989864,001AN01001008,Q172984,46.99U28390,10.3U174728,7.4U174728,80341
,,Q125191,Mulher e criança na praia de Copacabana,Fotografia de Anônimo,Photograph by Anônimo,1907-06-01T00:00:00Z/10,,,Q155,@-22.97420941275731/-43.18609782698085,10.55248499587716U11573,-107.66775302796489U28390,91.4692878192742U28390,Q4233718,Q11472,Q71989864,001AN01001009,Q172984,27.69U28390,10.5U174728,8.0U174728,80342
,,Q125191,Praia de Copacabana,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.98587357168756/-43.18839687880632,9.346211206491873U11573,-7.848674003758577U28390,94.91899415559703U28390,Q4233718,Q11472,Q71989864,001AN01001010,Q172984,39.97U28390,10.5U174728,8.0U174728,80343
Q65620162,,Q125191,"Praia de Ipanema, com Morro Dois Irmãos ao fundo",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.990921499441576/-43.19136324042007,6.609907884842465U11573,-95.1411305013528U28390,88.56702227626872U28390,Q4233718,Q11472,Q71989864,001AN01001011,Q172984,36.31U28390,10.5U174728,8.0U174728,80344
,,Q125191,Avenida Niemeyer,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-23.000671267336287/-43.24482361481686,39.84281111136748U11573,-96.03107299238714U28390,92.04051089578077U28390,Q4233718,Q11472,Q71989864,001AN01002035,Q172984,45.06U28390,9.8U174728,7.3U174728,80384
,,Q125191,Vista da rua Buenos Aires em direção à avenida Passos,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.903564074556108/-43.180826474093216,16.65988871183501U11573,-120.92896993544208U28390,79.68367916875737U28390,Q4233718,Q11472,Q71989864,001AN01002037,Q172984,58.84U28390,9.8U174728,7.3U174728,82309
,,Q125191,Rua Gonçalves Dias em obras,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.904426912817303/-43.17910441189426,8.94896524948687U11573,161.7548990879896U28390,79.61579466309124U28390,Q4233718,Q11472,Q71989864,001AN01002038,Q172984,50.0U28390,9.8U174728,7.3U174728,80385
Q65620173,,Q125191,Rua Primeiro de Março,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.903544194093772/-43.174483700765904,20.83305177305763U11573,-64.36497163407553U28390,92.05028742581345U28390,Q4233718,Q11472,Q71989864,001AN01002039,Q172984,30.91U28390,9.8U174728,7.3U174728,80386
,,Q125191,Edifício na Avenida Central,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90141294818174/-43.17915916170236,8.162420403605818U11573,117.4602925992847U28390,108.11257535067921U28390,Q4233718,Q11472,Q71989864,001AN01002040,Q172984,50.0U28390,9.8U174728,7.3U174728,80387
,,Q125191,Fachada de edifício na Avenida Central,Fotografia de Anônimo,Photograph by Anônimo,1911-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.901429446000012/-43.179180750999954,1.4899999992871191U11573,115.81270048655941U28390,104.15U28390,Q4233718,Q11472,Q71989864,001AN01002041,Q172984,39.77U28390,9.8U174728,7.3U174728,80388
,,Q125191,"Cômoro Frei Leandro ou Casa dos Cedros, no Jardim Botânico",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.968691144428377/-43.22496024251286,11.35261632172786U11573,49.616817654423116U28390,95.87820221521493U28390,Q4233718,Q11472,Q71989864,001AN01002045,Q172984,42.54U28390,9.8U174728,7.3U174728,80389
,,Q125191,Caixa Velha da Tijuca,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.955652211959663/-43.26592075301888,216.81345415386102U11573,36.64765337531033U28390,87.0835548514357U28390,Q4233718,Q11472,Q71989864,001AN01002047,Q172984,50.0U28390,9.8U174728,7.3U174728,80390
,,Q125191,"Caixa Velha da Tijuca, mulher posa para foto",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.955548257362427/-43.26563751313284,220.71433310745442U11573,-107.97349149395399U28390,92.29594012902484U28390,Q4233718,Q11472,Q71989864,001AN01002048,Q172984,50.0U28390,9.8U174728,7.3U174728,80391
Q97772886,,Q125191,Monumento à D. Pedro I,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90684218000002/-43.18320989599994,10.53847891216732U11573,106.4886306299095U28390,91.77107471739542U28390,Q4233718,Q11472,Q71989864,001AN01002049,Q172984,44.9U28390,9.8U174728,7.3U174728,79098
,,Q125191,Estátua equestre de D. Pedro I,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.906716558631803/-43.182634442237116,9.215411783407477U11573,-144.3132556080631U28390,99.62774958247554U28390,Q4233718,Q11472,Q71989864,001AN01002050,Q172984,40.11U28390,9.8U174728,7.3U174728,80392
,,Q125191,Monumento em homenagem a Duque de Caxias,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.93093314400002/-43.17868033499998,8.851863988331466U11573,1.8779560360192689U28390,105.49U28390,Q4233718,Q11472,Q71989864,001AN01002051,Q172984,50.0U28390,9.8U174728,7.3U174728,80393
,,Q125191,Igreja de Nossa Senhora da Glória e monumento em homenagem a Duque de Caxias,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.93072612594236/-43.17830307772653,9.729996485906838U11573,-106.18264377746029U28390,94.11080054027205U28390,Q4233718,Q11472,Q71989864,001AN01002052,Q172984,42.42U28390,9.8U174728,7.3U174728,80394
,,Q125191,Chafariz do Mestre Valentim,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.902578837047376/-43.173756399544935,8.166752115933335U11573,-140.12033429708998U28390,105.29702294811192U28390,Q4233718,Q11472,Q71989864,001AN01002053,Q172984,50.0U28390,9.8U174728,7.3U174728,80395
,,Q125191,Barricada na Praça XV de Novembro,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90199563857527/-43.17299611797099,7.600379368112752U11573,100.1411338469791U28390,91.45552375911308U28390,Q4233718,Q11472,Q71989864,001AN01002054,Q172984,50.94U28390,9.8U174728,7.3U174728,80396
,,Q125191,"Oficiais e barricada na Praça XV Novembro, Ilha das Cobras ao fundo",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90244428144477/-43.17281016620859,10.05142155591191U11573,3.8382047224157714U28390,90.8536301231892U28390,Q4233718,Q11472,Q71989864,001AN01002055,Q172984,50.0U28390,9.8U174728,7.3U174728,80397
,,Q125191,Canal do Mangue,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.91070355596846/-43.208501000239096,13.00145012802598U11573,83.32248517111292U28390,98.41738501685705U28390,Q4233718,Q11472,Q71989864,001AN01002056,Q172984,50.0U28390,9.8U174728,7.3U174728,80398
,,Q125191,Ladeira da Glória,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.9218253081065/-43.175277607727054,35.210878175190814U11573,178.64350718431666U28390,91.92664015428423U28390,Q4233718,Q11472,Q71989864,001AN01002057,Q172984,29.38U28390,9.8U174728,7.3U174728,80399
,,Q125191,Ladeira da Glória,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.92135520309434/-43.17575103160179,24.490054824098674U11573,-145.37155930903032U28390,86.02357270648609U28390,Q4233718,Q11472,Q71989864,001AN01002059,Q172984,34.38U28390,9.8U174728,7.3U174728,80400
,,Q125191,"Conselho Municipal, atual Palácio Pedro Ernesto",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.90961178276525/-43.17628197951265,9.781327883134745U11573,-152.9320358176609U28390,100.8478439125119U28390,Q4233718,Q11472,Q71989864,001AN01002060,Q172984,60.0U28390,9.8U174728,7.3U174728,80401
,,Q125191,Ressaca na Avenida Beira-Mar,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.922994360538212/-43.17267442934958,4.6215880261721685U11573,170.5383264777756U28390,92.88678531155172U28390,Q4233718,Q11472,Q71989864,001AN01002067A,Q172984,30.0U28390,9.8U174728,7.3U174728,80402
,,Q125191,Ressaca na Avenida Beira-Mar,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.92299450496238/-43.17267444189428,4.139902755418381U11573,171.1064446460242U28390,92.51103685363049U28390,Q4233718,Q11472,Q71989864,001AN01002067B,Q172984,30.0U28390,9.8U174728,7.3U174728,80465
,,Q125191,Ilha das Cobras,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.896852823430986/-43.16687289330403,19.11101973980205U11573,-80.90393642997823U28390,88.7135749451115U28390,Q4233718,Q11472,Q71989864,001AN01002074,Q172984,45.03U28390,9.8U174728,7.3U174728,80403
Q65621337,,Q125191,Ilha das Cobras,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89615868889282/-43.16686659404,28.676962405335807U11573,-85.87363574252389U28390,88.37830154516237U28390,Q4233718,Q11472,Q71989864,001AN01002075,Q172984,50.0028U28390,9.8U174728,7.3U174728,80404
,,Q125191,Ilha das Cobras,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89700198873836/-43.166379555566905,26.561418312240182U11573,-72.39131462529329U28390,86.10056128220056U28390,Q4233718,Q11472,Q71989864,001AN01002076,Q172984,45.07U28390,9.8U174728,7.3U174728,80405
,,Q125191,Ilha das Cobras,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89697815219776/-43.16643839107572,23.187848858050078U11573,-80.28863220669359U28390,88.27434134750915U28390,Q4233718,Q11472,Q71989864,001AN01002077,Q172984,28.2U28390,9.8U174728,7.3U174728,80406
,,Q125191,Baía de Guanabara vista da Ilha das Cobras,Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.896992238000003/-43.16631570200003,27.036418848251966U11573,97.15567028451152U28390,84.61309743256237U28390,Q4233718,Q11472,Q71989864,001AN01002078,Q172984,43.1U28390,9.8U174728,7.3U174728,80407
,,Q125191,Palácio da Princesa Isabel,Fotografia de Anônimo,Photograph by Anônimo,1885-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.93776178868652/-43.18344329257359,17.0813287625754U11573,-70.16927908535335U28390,90.27257894841387U28390,Q4233718,Q11472,Q71989864,001AN02001002,Q172984,50.0U28390,13.4U174728,6.5U174728,82276
Q65620175,,Q125191,"Fonte Adriano Ramos Pinto, no Jardim da Glória",Fotografia de Anônimo,Photograph by Anônimo,1907-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.92065822300002/-43.176157822999976,11.06266118950917U11573,148.02132315782308U28390,92.4991247474228U28390,Q4233718,Q11472,Q71989864,001AN02001004,Q172984,49.38U28390,13.4U174728,6.5U174728,80408
,,Q125191,Avenida Central,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.89813626540976/-43.180342971081906,8.835194420305605U11573,15.651745051401939U28390,100.10059257138559U28390,Q4233718,Q11472,Q71989864,001AN02001005,Q172984,50.19U28390,13.4U174728,6.5U174728,80409
Q65620374,,Q125191,Monumento a Pedro Álvares Cabral,Fotografia de Anônimo,Photograph by Anônimo,1905-01-01T00:00:00Z/8,1970-01-01T00:00:00.000001Z/9,1970-01-01T00:00:00.000001Z/9,Q155,@-22.92006333776376/-43.176542299150846,9.037825791273224U11573,154.5911693937644U28390,89.92816326698834U28390,Q4233718,Q11472,Q71989864,001AN02001006,Q172984,50.0U28390,13.4U174728,6.5U174728,82277
,,Q125191,Revolta Naval; vista geral do Batalhão Naval da Ilha das Cobras,Fotografia de Anônimo,Photograph by Anônimo,1910-12-01T00:00:00Z/10,,,Q155,@-22.896875289402512/-43.17754566586255,33.46562245673224U11573,74.94858467238284U28390,86.29329154543467U28390,Q4233718,Q11472,Q71989864,001AN16001001,Q172984,60.02U28390,23.1U174728,9.6U174728,82278
,,Q125191,Revolta Naval; Arsenal da Marinha,Fotografia de Anônimo,Photograph by Anônimo,1910-12-01T00:00:00Z/10,,,Q155,@-22.89894881185575/-43.17596255439777,10.12253264082216U11573,-33.85896236772665U28390,91.33234714197303U28390,Q4233718,Q11472,Q71989864,001AN16001002,Q172984,45.32U28390,16.6U174728,11.5U174728,82279
,,Q125191,Revolta Naval; navio durante ataque,Fotografia de Anônimo,Photograph by Anônimo,1910-12-01T00:00:00Z/10,,,Q155,@-22.92075051404936/-43.144201051485176,13.792106197485658U11573,169.8049050373209U28390,83.4684220159712U28390,Q4233718,Q11472,Q71989864,001AN16001004,Q172984,50.0U28390,15.9U174728,10.5U174728,82280
,,Q125191,Revolta Naval; edifício do Batalhão Naval com torreão parcialmente destruído,Fotografia de Anônimo,Photograph by Anônimo,1910-12-01T00:00:00Z/10,,,Q155,@-22.8957181468887/-43.17177760714063,31.820480819770175U11573,161.86704051978617U28390,95.83833174328613U28390,Q4233718,Q11472,Q71989864,001AN16001006,Q172984,40.37U28390,16.7U174728,11.3U174728,82281
