qid,P31,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
Q64214758,Q125191,"Glória, Santa Teresa, Passeio Público e Santa Luzia",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.91358/-43.15962,18.68432U11573,-94.45663U28390,84.7369U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS086,Q107387614||Q35158,54.39U28390,237U174728,185U174728,82214
Q64214759,Q125191,"Passeio Público, Santa Luzia, Misericórdia, Morro do Castelo, Arsenal da Guerra e Ilha das Cobras",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1871-01-01T00:00:00Z/9,Q155,@-22.91346/-43.15952,14.2175U11573,-56.80726U28390,88.31419U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS087,Q107387614||Q35158,50.0U28390,237U174728,185U174728,82215
Q64214760,Q125191,"Flamengo, Glória, Morro da Pedreira e Santa Teresa",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1871-01-01T00:00:00Z/9,Q155,@-22.91372/-43.15973,22.76502U11573,-119.4917U28390,85.12781U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS088,Q107387614||Q35158,56.74U28390,237U174728,185U174728,82216
Q64214761,Q125191,"Arcos da Lapa, Santa Teresa, Glória e entrada da Baía de Guanabara",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1871-01-01T00:00:00Z/9,Q155,@-22.91133/-43.18121,32.88783U11573,146.34161U28390,87.94956U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS089,Q107387614||Q35158,55.45U28390,280U174728,225U174728,82217
Q64214762,Q125191,"Arcos da Lapa, Santa Teresa e Glória; a partir do Morro do Santo Antônio",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1871-01-01T00:00:00Z/9,Q155,@-22.91133/-43.18099,37.70392U11573,150.8344U28390,89.06958U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS090,Q107387614||Q35158,47.46U28390,235U174728,190U174728,82218
Q64214763,Q125191,"Lapa, Passeio Público e Ilha de Villegagnon; a partir de Santa Teresa",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1871-01-01T00:00:00Z/9,Q155,@-22.9151/-43.18015,49.23791U11573,73.51509U28390,85.33807U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS091,Q107387614||Q35158,56.66U28390,240U174728,180U174728,82219
Q64214765,Q125191,Cosme Velho e Morro do Corcovado,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1871-01-01T00:00:00Z/9,Q155,@-22.9393/-43.20384,99.48352U11573,-153.55806U28390,95.46002U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS094,Q107387614||Q35158,31.2U28390,237U174728,185U174728,82222
Q64214766,Q125191,"Morro do Corcovado, a partir do Humaitá",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1871-01-01T00:00:00Z/9,Q155,@-22.95279/-43.19779,136.18951U11573,-81.50561U28390,102.89905U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS095,Q107387614||Q35158,22.69U28390,240U174728,188U174728,82223
Q64214767,Q125191,Morro do Corcovado; a partir da Lagoa Rodrigo de Freitas,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1871-01-01T00:00:00Z/9,Q155,@-22.96048/-43.20079,51.95495U11573,-49.41763U28390,100.12294U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS096,Q107387614||Q35158,27.1U28390,240U174728,190U174728,82224
Q64214768,Q125191,A Glória vista do Passeio Público,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.9141/-43.17621,16.00704U11573,172.14892U28390,91.12925U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS097,Q107387614||Q35158,20.74U28390,237U174728,185U174728,82225
Q64214769,Q125191,"Casa da Moeda, atual Arquivo Nacional; a partir do Campo de Santana",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.90629/-43.18996,9.7411U11573,-106.14436U28390,94.39652U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS098,Q107387614||Q35158,60.08U28390,239U174728,187U174728,82226
Q64214770,Q125191,"Monumento em homenagem a D. Pedro I, estátua equestre",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1871-01-01T00:00:00Z/9,Q155,@-22.90685/-43.18246,9.0177U11573,-102.78615U28390,100.78945U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS099,Q107387614||Q35158,50.0U28390,237U174728,185U174728,88694
Q64214772,Q125191,"Igreja da Ordem Terceira do Carmo, na antiga rua Direita (atual Primeiro de Março)",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1870-01-01T00:00:00Z/8,1866-01-01T00:00:00Z/9,1866-01-01T00:00:00Z/9,Q155,@-22.90207/-43.17601,14.46272U11573,160.25939U28390,93.04625U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS101,Q107387614||Q35158,50.0U28390,237U174728,185U174728,82229
Q64214773,Q125191,"Caixa de Amortização, Igreja de Nossa Senhora do Carmo e Praça do Comércio",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1871-01-01T00:00:00Z/9,Q155,@-22.90142/-43.17655,17.97159U11573,131.50615U28390,91.46318U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS102,Q107387614||Q35158,50.0U28390,237U174728,185U174728,88696
Q64214775,Q125191,Igreja de Santa Cruz dos Militares,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.90253/-43.17596,16.25833U11573,33.11544U28390,89.49406U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS103,Q107387614||Q35158,65.2U28390,237U174728,185U174728,82231
Q64214776,Q125191,Ilha das Cobras; a partir do Morro de São Bento,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1871-01-01T00:00:00Z/9,Q155,@-22.89693/-43.17752,40.34475U11573,72.99402U28390,84.19812U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS104,Q107387614||Q35158,53.93U28390,237U174728,185U174728,82232
Q64214777,Q125191,Vista do porto e da alfândega,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1886-01-01T00:00:00Z/8,1880-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.89751/-43.17796,36.57585U11573,125.93804U28390,81.11462U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS105,Q107387614||Q35158,57.69U28390,237U174728,185U174728,82233
Q64214778,Q125191,"Praça da Constituição, atual Praça Tiradentes",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.90634/-43.18242,20.69737U11573,-143.58857U28390,90.24768U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS106,Q107387614||Q35158,46.27U28390,237U174728,185U174728,82234
Q64214779,Q125191,"Praça da Constituição, atual Praça Tiradentes",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1871-01-01T00:00:00Z/9,Q155,@-22.90635/-43.18242,17.65586U11573,-145.5791U28390,90.12673U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS107,Q107387614||Q35158,49.99U28390,238U174728,190U174728,82235
Q64214780,Q125191,Rua do Piolho e  Praça da Constituição,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.90636/-43.18251,25.54676U11573,131.06834U28390,84.37583U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS108,Q107387614||Q35158,43.0U28390,239U174728,187U174728,82236
Q64214781,Q125191,"Rua Direita, esquina com rua do Ouvidor, onde se localizava a Casa Leuzinger",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1871-01-01T00:00:00Z/9,Q155,@-22.90216/-43.17575,22.20663U11573,-139.89751U28390,83.5902U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS109,Q107387614||Q35158,50.0U28390,240U174728,190U174728,82237
Q64214782,Q125191,Igreja de São Francisco de Paula,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.90469/-43.18058,14.7046U11573,-174.47877U28390,96.92603U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS110,Q107387614||Q35158,50.0U28390,240U174728,189U174728,88697
Q64214783,Q125191,Escola Central,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1871-01-01T00:00:00Z/9,Q155,@-22.90463/-43.18056,15.72325U11573,-141.01784U28390,88.33681U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS111,Q107387614||Q35158,50.0U28390,237U174728,189U174728,82239
Q64214787,Q125191,"Paço Imperial, ao fundo, o Convento do Carmo",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1861-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.90274/-43.17349,9.10387U11573,-148.73017U28390,94.93817U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS113,Q107387614||Q35158,50.0U28390,237U174728,185U174728,82243
Q64214789,Q125191,Passeio Público,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1865-01-01T00:00:00Z/8,1860-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.91352/-43.17564,11.64736U11573,-110.60717U28390,84.35544U28390,Q5877879,Q56055236||Q35158,Q71989864,014GLAS115,Q107387614||Q35158,50.34U28390,237U174728,185U174728,82247
Q65620090,Q125191,Vista do Pão de Açúcar,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.94609/-43.14192,13.5143U11573,-100.75875U28390,95.13099U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005121,Q172984||Q35158,52.4U28390,141U174728,83U174728,79130
Q65620091,Q125191,Ilha Fiscal,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1908-01-01T00:00:00Z/9,1909-01-01T00:00:00Z/9,Q155,@-22.89496/-43.16647,8.10251U11573,177.38694U28390,100.66332U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005122,Q172984||Q35158,52.57U28390,141U174728,83U174728,79131
Q65620092,Q125191,Ilha das Cobras,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.89405/-43.166,16.75329U11573,-110.20315U28390,95.93173U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005123,Q172984||Q35158,39.86U28390,141U174728,83U174728,79132
Q65620093,Q125191,Rua Primeiro de Março,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.90131/-43.17648,7.266U11573,147.63955U28390,98.73497U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005124,Q172984||Q35158,50.1U28390,141U174728,83U174728,79133
Q65620094,Q125191,Quartel Central do Corpo de Bombeiros,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.90944/-43.18734,13.01984U11573,-161.91033U28390,91.04269U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005125,Q172984||Q35158,42.83U28390,141U174728,83U174728,79134
Q65620095,Q125191,Quartel Central do Corpo de Bombeiros,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.90911/-43.18754,8.35055U11573,-153.28314U28390,95.0385U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005126,Q172984||Q35158,50.0U28390,141U174728,83U174728,79135
Q65620097,Q125191,Fachada do Teatro Municipal,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.90958/-43.1762,10.02754U11573,-35.72202U28390,101.65126U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005128,Q172984||Q35158,48.78U28390,141U174728,83U174728,79129
Q65620098,Q125191,Palácio Monroe,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.91158/-43.17545,8.86149U11573,179.76308U28390,105.65U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005129,Q172984||Q35158,51.79U28390,141U174728,83U174728,79137
Q65620099,Q125191,"Palácio Amarelo, em primeiro plano o Chafariz da Águia.",Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.50784/-43.17667,870.01113U11573,-108.04974U28390,95.98291U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005135,Q172984||Q35158,36.02U28390,141U174728,83U174728,79138
Q65620100,Q125191,Jardim Botânico,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.96883/-43.22167,12.88277U11573,-92.23473U28390,100.46523U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005136,Q172984||Q35158,49.99U28390,141U174728,83U174728,79139
Q65620101,Q125191,Jardim Botânico,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.96865/-43.22223,13.10641U11573,-105.481U28390,103.79548U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005137,Q172984||Q35158,50.0U28390,141U174728,83U174728,79140
Q65620106,Q125191,Vista da lagoa Rodrigo de Freitas,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.97321/-43.24918,413.72764U11573,74.62821U28390,93.50186U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005142,Q172984||Q35158,43.67U28390,141U174728,83U174728,79145
Q65620107,Q125191,Vista da lagoa Rodrigo de Freitas,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.96962/-43.25575,459.41952U11573,87.28149U28390,92.85555U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005143,Q172984||Q35158,46.7U28390,141U174728,83U174728,79171
Q65620108,Q125191,Vista de rua comercial,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.90389/-43.17858,8.18909U11573,59.84181U28390,94.06358U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005144,Q172984||Q35158,50.0U28390,141U174728,83U174728,79146
Q65620109,Q125191,"Vista da lagoa Rodrigo de Freitas, Ipanema e Leblon.",Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.97368/-43.2501,78.7038U11573,108.76667U28390,92.00091U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005145,Q172984||Q35158,42.48U28390,141U174728,83U174728,79147
Q65620110,Q125191,Vista da enseada de Botafogo e Pão de Açúcar a partir do Corcovado,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.95187/-43.21046,714.68273U11573,92.06176U28390,87.69137U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005146,Q172984||Q35158,43.42U28390,141U174728,83U174728,79148
Q65620111,Q125191,Vista do Pão de Açúcar,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.94884/-43.13669,21.76602U11573,-88.83818U28390,97.64152U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005147,Q172984||Q35158,44.42U28390,141U174728,83U174728,79172
Q65620112,Q125191,Entrada da Barra,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.93104/-43.1397,18.01468U11573,-116.25384U28390,95.43139U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005148,Q172984||Q35158,42.39U28390,141U174728,83U174728,79149
Q65620114,Q125191,Baía de Guanabara,Fotografia de Anônimo,Photograph by Anônimo,1910-01-01T00:00:00Z/8,1905-01-01T00:00:00Z/9,1915-01-01T00:00:00Z/9,Q155,@-22.89044/-43.15318,13.68249U11573,-133.12241U28390,92.02052U28390,Q4233718,Q56055236||Q35158,Q71989864,001AAN005150,Q172984||Q35158,42.7U28390,141U174728,83U174728,79150
Q65620116,Q125191,Entrada da Baía de Guanabara,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1875-01-01T00:00:00Z/9,1885-01-01T00:00:00Z/9,Q155,@-22.94134/-43.11565,11.72985U11573,-105.84637U28390,88.21663U28390,Q3180571,Q56055236||Q35158,Q71989864,001AAN014010,Q107387614||Q35158,47.0U28390,218U174728,150U174728,70881
Q65620117,Q125191,Escola Militar,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,1880-01-01T00:00:00Z/8,1875-01-01T00:00:00Z/9,1885-01-01T00:00:00Z/9,Q155,@-22.95559/-43.16808,28.05759U11573,68.90216U28390,93.4163U28390,Q3180571,Q56055236||Q35158,Q71989864,001AAN014011,Q107387614||Q35158,46.56U28390,218U174728,150U174728,88533
Q65620119,Q125191,"Largo de São Francisco, em destaque, a real Academia Militar",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1865-01-01T00:00:00Z/8,1860-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.90469/-43.18057,13.773U11573,-139.48304U28390,85.95983U28390,Q5877879,Q56055236||Q35158,Q71989864,001ACL017006,Q107387614||Q35158,50.0028U28390,240U174728,192U174728,76243
Q65620120,Q125191,"Cemitério São João Batista, Botafogo e Pão de Açúcar, da chácara do sr. Rocha",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1866-01-01T00:00:00Z/8,1865-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.95978/-43.19318,93.35486U11573,71.13587U28390,87.12764U28390,Q5877879,Q56055236||Q35158,Q71989864,001ACL017018,Q107387614||Q35158,46.85U28390,240U174728,192U174728,79083
Q65620121,Q125191,Hotel Bennett,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1865-01-01T00:00:00Z/8,1865-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.97049/-43.28085,318.32188U11573,-80.03472U28390,92.62951U28390,Q5877879,Q56055236||Q35158,Q71989864,001ACL017022,Q107387614||Q35158,27.94U28390,192U174728,240U174728,79084
Q65620122,Q125191,Vista de Botafogo,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1870-01-01T00:00:00Z/8,1865-01-01T00:00:00Z/9,1875-01-01T00:00:00Z/9,Q155,@-22.9398/-43.17215,88.03607U11573,-65.6126U28390,90.12841U28390,Q5877879,Q56055236||Q35158,Q71989864,001ACL018004,Q1602553||Q35158,110.0U28390,742U174728,183U174728,70972
Q65620123,Q125191,Cais Pharoux e adjacências,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1865-01-01T00:00:00Z/8,1860-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.89598/-43.17402,48.89323U11573,-139.82242U28390,87.81382U28390,Q5877879,Q56055236||Q35158,Q71989864,001ACL019004,Q107387614||Q35158,64.76U28390,402U174728,274U174728,79085
Q65620124,Q125191,"Vista da região central da cidade, a partir do Morro do Livramento.",Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1865-01-01T00:00:00Z/8,1860-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.90035/-43.19497,111.07419U11573,143.18859U28390,88.38523U28390,Q5877879,Q56055236||Q35158,Q71989864,001ACL019009,Q107387614||Q35158,66.1754U28390,400U174728,275U174728,79086
Q65620125,Q125191,Vista do Saco da Gamboa,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1865-01-01T00:00:00Z/8,1860-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.89421/-43.19273,31.1477U11573,116.97435U28390,87.80107U28390,Q5877879,Q56055236||Q35158,Q71989864,001ACL019026,Q107387614||Q35158,41.46U28390,370U174728,271U174728,79087
Q65620130,Q125191,Morro do Senado,Fotografia de Georges Leuzinger,Photograph by Georges Leuzinger,1865-01-01T00:00:00Z/8,1860-01-01T00:00:00Z/9,1870-01-01T00:00:00Z/9,Q155,@-22.91901/-43.18708,91.65928U11573,2.8587U28390,86.29803U28390,Q5877879,Q56055236||Q35158,Q71989864,001ACL019043,Q107387614||Q35158,34.24U28390,378U174728,274U174728,79169
Q65620134,Q125191,Praia de Botafogo e Corcovado,,,1911-01-01T00:00:00Z/8,1906-01-01T00:00:00Z/9,1916-01-01T00:00:00Z/9,Q155,@-22.94217/-43.17563,58.06189U11573,-104.94383U28390,87.69231U28390,,Q100575647||Q35158,Q71989864,001AE001002,Q1602553||Q35158,45.35U28390,258U174728,173U174728,79127
Q65620135,Q125191,Palácio Monroe,Fotografia de José dos Santos Affonso,Photograph by José dos Santos Affonso,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1921-01-01T00:00:00Z/9,Q155,@-22.91118/-43.17517,47.60182U11573,-175.67908U28390,94.6844U28390,Q63993961,Q56055236||Q35158,Q71989864,001ALA011001,Q172984||Q35158,50.0U28390,216U174728,158U174728,88539
Q65620136,Q125191,Teatro Municipal,Fotografia de José dos Santos Affonso,Photograph by José dos Santos Affonso,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1921-01-01T00:00:00Z/9,Q155,@-22.91002/-43.17533,15.3599U11573,-45.80917U28390,90.70699U28390,Q63993961,Q56055236||Q35158,Q71989864,001ALA011002,Q172984||Q35158,50.0U28390,220U174728,158U174728,88540
Q65620138,Q125191,Avenida Rio Branco,Fotografia de José dos Santos Affonso,Photograph by José dos Santos Affonso,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1921-01-01T00:00:00Z/9,Q155,@-22.90432/-43.17809,30.1999U11573,-1.96905U28390,91.93722U28390,Q63993961,Q56055236||Q35158,Q71989864,001ALA011003,Q172984||Q35158,50.0U28390,159U174728,219U174728,88541
Q65620139,Q125191,Pão de Açúcar visto da Urca,,,1920-01-01T00:00:00Z/8,1915-01-01T00:00:00Z/9,1925-01-01T00:00:00Z/9,Q155,@-22.95095/-43.16424,227.89664U11573,75.9831U28390,93.46603U28390,,Q56055236||Q35158,Q71989864,001ALA011005,Q172984||Q35158,50.0U28390,216U174728,157U174728,75593
