dcterms:identifier,dcterms:title,dcterms:description,dcterms:creator,dcterms:date,dcterms:available,dcterms:type:en,dcterms:type:pt,dcterms:medium:pt,dcterms:medium:en,dcterms:format:pt,dcterms:format:en,dcterms:rights,dcterms:bibliographicCitation,dcterms:source,dcterms:hasVersion,latitude,longitude,foaf:depicts,schema:width,schema:height,media,item_sets
001AAN014016,Praça XV de Novembro,"A Praça D. Pedro II passou a ser assim chamada no Segundo Reinado. Apesar disso, a área era chamada pela população - até pelo menos o início do século XX -  Largo do Paço, por causa do palácio real, e depois imperial, mandado construir por Gomes Freire (futuro Conde de Bobadela) no século XVIII. Foi inicialmente destinado a ser sede do governo e casa dos governadores. Seus alicerces foram fincados em frente ao convento do Carmo, no lugar antes ocupado pela Casa da Moeda. A praça também já havia sido chamada Largo do Rócio e Terreiro da Polé (porque ali ficava o pelourinho, popularmente chamado polé). Em 1889, com a Proclamação da República, a praça passa definitivamente a chamar-se Praça XV de Novembro. A praça foi remodelada em 1894, ganhando um novo jardim com um monumento em homenagem à memória do General Osório, feita por Rodolfo Bernardelli.",Marc Ferrez,1897,1897/1897,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q107387614 Albumina,http://wikidata.org/wiki/Q107387614 Albumine,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/88536 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620358 Wikidata,-22.90271,-43.17388,http://www.wikidata.org/entity/Q2946148 Centro,218,150,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001AAN014016.jpg,All||Views
001ACL017002,Largo do Paço visto do morro do Castelo,"Integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias do Rio de Janeiro, de Petrópolis, da Amazônia e 5 reproduções fotográficas de gravuras europeias. É possível que as fotografias da Amazônia, por Albert Frisch e as reproduções de gravuras não sejam parte do álbum original, tendo sido inseridas posteriormente.",Georges Leuzinger,1865 circa,1865/1870,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q107387614 Albumina,http://wikidata.org/wiki/Q107387614 Albumine,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/79082 Instituto Moreira Salles,www.wikidata.org/wiki/Q64214710 Wikidata,-22.90825,-43.17372,http://www.wikidata.org/entity/Q10353359 Praça XV de Novembro||http://www.wikidata.org/entity/Q64355145 Mercado Novo||http://www.wikidata.org/entity/Q5997836 Ilha das Cobras||http://www.wikidata.org/entity/Q64364849 Praia do Peixe||http://www.wikidata.org/entity/Q64578365 Igreja de São José||http://www.wikidata.org/entity/Q64363860 Alfândega do Rio de Janeiro||http://www.wikidata.org/entity/Q4902626 Convento do Carmo||http://www.wikidata.org/entity/Q63413731 Hotel de France||http://www.wikidata.org/entity/Q3361206 Paço Imperial||http://www.wikidata.org/entity/Q2820360 Mosteiro de São Bento||http://www.wikidata.org/entity/Q10300293 Igreja da Ordem Terceira do Carmo||http://www.wikidata.org/entity/Q56641197 Chafariz do Mestre Valentim||http://www.wikidata.org/entity/Q2942273 Igreja de Nossa Senhora do Monte do Carmo||http://www.wikidata.org/entity/Q9627844 Arco do Teles,240,192,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001ACL017002.jpg,All||Views
001ACL017006,"Largo de São Francisco, em destaque, a real Academia Militar","A Academia que vemos ao centro foi criada em 1810 a partir de parte da obra inacabada da Sé da cidade, que começou a ser levantada em 1750. O próprio prédio militar só ficou pronto entre 1820 e 1830. Destinado a abrigar instituições educacionais do país, nos anos subseqüentes o espaço foi usado pela Escola Militar (1842), Escola Politécnica (1874) e durante todo o século XX e XXI pelo IFCS-UFRJ (Instituto de Filosofia e Ciências Sociais da Universidade Federal do Rio de Janeiro. 
Integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias do Rio de Janeiro, de Petrópolis, da Amazônia e 5 reproduções fotográficas de gravuras europeias. É possível que as fotografias da Amazônia, por Albert Frisch e as reproduções de gravuras não sejam parte do álbum original, tendo sido inseridas posteriormente.",Georges Leuzinger,1865 circa,1860/1870,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q107387614 Albumina,http://wikidata.org/wiki/Q107387614 Albumine,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/76243 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620119 Wikidata,-22.90469,-43.18057,http://www.wikidata.org/entity/Q10316364 Largo de São Francisco de Paula,240,192,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001ACL017006.jpg,All||Views
001ACL017018,"Cemitério São João Batista, Botafogo e Pão de Açúcar, da chácara do sr. Rocha","Botafogo, centro açucareiro no século XVIII, fazia parte da freguesia de São João Batista da Lagoa. Na foto vemos a rua General Polidoro, uma das primeiras do bairro, aberta junto ao Morro da Quinta do Vigário Geral (propriedade do padre Clemente de Matos). À General Polidoro foram acrescidos o Caminho Novo de São Joaquim (atual Voluntários da Pátria), em 1826; a rua Real Grandeza, paralela à moldura da foto; a rua de Todos os Santos (atual Mena Barreto); e a rua São João Batista. O Cemitério São João Batista foi construído em 1852. 
Integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias do Rio de Janeiro, de Petrópolis, da Amazônia e 5 reproduções fotográficas de gravuras europeias. É possível que as fotografias da Amazônia, por Albert Frisch e as reproduções de gravuras não sejam parte do álbum original, tendo sido inseridas posteriormente",Georges Leuzinger,1866 circa,1865/1870,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q107387614 Albumina,http://wikidata.org/wiki/Q107387614 Albumine,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/79083 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620120 Wikidata,-22.95978,-43.19318,,240,192,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001ACL017018.jpg,All||Views
001ACL017022,Hotel Bennett,"Integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias do Rio de Janeiro, de Petrópolis, da Amazônia e 5 reproduções fotográficas de gravuras europeias. É possível que as fotografias da Amazônia, por Albert Frisch e as reproduções de gravuras não sejam parte do álbum original, tendo sido inseridas posteriormente",Georges Leuzinger,1865 circa,1865/1870,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q107387614 Albumina,http://wikidata.org/wiki/Q107387614 Albumine,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/79084 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620121 Wikidata,-22.97049,-43.28085,http://www.wikidata.org/entity/Q14942956 Floresta da Tijuca,192,240,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001ACL017022.jpg,All||Views
001ACL018002,Rio de Janeiro tomado da Ilha das Cobras,,Georges Leuzinger,1870 circa,1865/1875,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q1602553 Fotogravura,http://wikidata.org/wiki/Q1602553 Photogravure,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/70974 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772694 Wikidata,-22.89636,-43.17442,,740,188,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001ACL018002.jpg,All||Views
001ACL018004,Vista de Botafogo,,Georges Leuzinger,1870 circa,1865/1875,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q1602553 Fotogravura,http://wikidata.org/wiki/Q1602553 Photogravure,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/70972 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620122 Wikidata,-22.9398,-43.17215,,742,183,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001ACL018004.jpg,All||Views
001ACL019001,"Palácio Nova Friburgo, atual Palácio do Catete","O palácio foi construído para residência do Barão de Nova Friburgo e sua família, entre 1866 e 1890, quando tornou-se o Palácio do Catete, residência dos presidentes republicanos, entre 1897 e 1960. Atualmente, ali funciona o Museu da República.
Integra o ""Álbum da Família Leuzinger"" formado por 162 itens diversos.",Anônimo,1866,1866/1866,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q107387614 Albumina,http://wikidata.org/wiki/Q107387614 Albumine,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/79165 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772929 Wikidata,-22.9255,-43.17415,,225,176,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001ACL019001.jpg,All||Views
001ACL019003,Vista panorâmica do Centro,"Vista do Centro do Rio de Janeiro, da Ponta do Calabouço à Alfândega, a partir da Ilha das Cobras.
Integra o ""Álbum da Família Leuzinger"" formado por 162 itens diversos.",Georges Leuzinger,1865 circa,1860/1870,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q107387614 Albumina,http://wikidata.org/wiki/Q107387614 Albumine,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/79166 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772930 Wikidata,-22.89642,-43.17442,,401,275,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001ACL019003.jpg,All||Views
001ACL019004,Cais Pharoux e adjacências,"Vista panorâmica da marinha da cidade, a partir da ilha das Cobras. Vê-se a igreja da Candelária, com a cúpula ainda em construção.
Integra o ""Álbum da Família Leuzinger"" formado por 162 itens diversos.",Georges Leuzinger,1865 circa,1860/1870,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q107387614 Albumina,http://wikidata.org/wiki/Q107387614 Albumine,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/79085 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620123 Wikidata,-22.89598,-43.17402,http://www.wikidata.org/entity/Q5997836 Ilha das Cobras,402,274,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001ACL019004.jpg,All||Views
001ACL019005,"Palácio Nova Friburgo, Atual Museu da República","O atual Museu da República está sediado em um prédio construído para servir de residência ao  Barão de Nova Friburgo, Antônio Clemente Pinto, comerciante e fazendeiro de café. A construção, iniciada em 1858, foi concluída nove anos depois. Mais tarde, com o advento da República, em 1897, o palacete tornou-se o símbolo da República brasileira ao servir de sede do Poder Executivo e palácio presidencial, logo sendo conhecido com Palácio do Catete. 
Integra o ""Álbum da Família Leuzinger"" formado por 162 itens diversos.",Georges Leuzinger,1866 circa,1861/1871,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q107387614 Albumina,http://wikidata.org/wiki/Q107387614 Albumine,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/79167 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772931 Wikidata,-22.92547,-43.17372,,240,189,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001ACL019005.jpg,All||Views
001ACL019009,"Vista da região central da cidade, a partir do Morro do Livramento.","Pode-se ver o Quartel, a Estação da Central do Brasil e o Campo da Aclamação. 
Integra o ""Álbum da Família Leuzinger"" formado por 162 itens diversos.",Georges Leuzinger,1865 circa,1860/1870,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q107387614 Albumina,http://wikidata.org/wiki/Q107387614 Albumine,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/79086 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620124 Wikidata,-22.90035,-43.19497,http://www.wikidata.org/entity/Q2946148 Centro,400,275,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001ACL019009.jpg,All||Views
001ACL019014,Ilha de Boa Viagem,"A Ilha da Boa Viagem localiza-se no interior da baía de Guanabara, na cidade de Niterói, estado do Rio de Janeiro, no Brasil. É ocupada pela Capela de Nossa Senhora da Boa Viagem, sobranceira às águas da Guanabara, erguida no século XVIII, no ponto mais elevado da ilha, pelo Provedor da Fazenda Real, Diogo Carvalho da Fontoura, fruto de uma promessa, em agradecimento por uma graça recebida. O dia da padroeira era festejado na capela votiva com celebração de missa e romaria tanto por marinheiros quanto por viajantes.
Integra o ""Álbum da Família Leuzinger"" formado por 162 itens diversos.",Anônimo,1866,1866/1866,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q107387614 Albumina,http://wikidata.org/wiki/Q107387614 Albumine,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/79168 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772932 Wikidata,-22.90707,-43.13086,,382,274,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001ACL019014.jpg,All||Views
001ACL019026,Vista do Saco da Gamboa,"Vista do Saco da Gamboa, vendo-se à direita o Mercado da Harmonia e, ao fundo, o Morro da Conceição. 
Integra o ""Álbum da Família Leuzinger"" formado por 162 itens diversos.",Georges Leuzinger,1865 circa,1860/1870,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q107387614 Albumina,http://wikidata.org/wiki/Q107387614 Albumine,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/79087 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620125 Wikidata,-22.89421,-43.19273,http://www.wikidata.org/entity/Q3757943 Gamboa,370,271,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001ACL019026.jpg,All||Views
001ACL019043,Morro do Senado,"Vista de casario (na atual rua Riachuelo) entre a sinuosa rua Monte Alegre, em Santa Teresa, e o morro do Senado (área da atual praça da Cruz Vermelha). 
Integra o ""Álbum da Família Leuzinger"" formado por 162 itens diversos.",Georges Leuzinger,1865 circa,1860/1870,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q107387614 Albumina,http://wikidata.org/wiki/Q107387614 Albumine,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/79169 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620130 Wikidata,-22.91901,-43.18708,http://www.wikidata.org/entity/Q980992 Santa Teresa,378,274,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001ACL019043.jpg,All||Views
001ACL019059,Largo do Paço visto do morro do Castelo,"Conhecido no século XIX ora como Largo do Paço, ora como Praça D. Pedro II, o logradouro abriga prédios importantes da arquitetura brasileira, como o Paço Imperial, o convento do Carmo, a Capela Imperial e a Igreja de Nossa Senhora do Carmo. Depois da proclamação da República passou a chamar-se Praça 15 de Novembro. Um dos destaques da praça é o Chafariz da Pirâmide, mandado construir por Gomes Freire de Andrade, o Conde de Bobadela, em 1747, só ficando pronto em 1752. Foi removido para junto do cais construído no vice-reinado de D. Luís de Vasconcelos e Souza, por volta de 1779, e passou por uma reforma feita por Mestre Valentim, que acrescentou adornos novos e mais vistosos (como as armas do vice-rei e a inscrição latina numa lápide). Pelo chafariz jorrava água fresca da fonte da Carioca para o povo e marinheiros.
Integra o ""Álbum da Família Leuzinger"" formado por 162 itens diversos.",Georges Leuzinger,1865 circa,1860/1870,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q107387614 Albumina,http://wikidata.org/wiki/Q107387614 Albumine,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/88538 Instituto Moreira Salles,www.wikidata.org/wiki/Q97772879 Wikidata,-22.90653,-43.17507,,374,271,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001ACL019059.jpg,All||Views
001ACL019093,Passeio Público,"Localizado no Centro histórico do Rio de Janeiro, entre a Lapa e a Cinelândia, o Passeio Público é o primeiro parque ajardinado do Brasil, e foi concebido por um dos maiores artistas do período colonial brasileiro: Mestre Valentim da Fonseca e Silva. 
Integra o ""Álbum da Família Leuzinger"" formado por 162 itens diversos.",Georges Leuzinger,1865 circa,1860/1870,http://wikidata.org/wiki/Q125191 Photograph,http://wikidata.org/wiki/Q125191 Fotografia,http://wikidata.org/wiki/Q107387614 Albumina,http://wikidata.org/wiki/Q107387614 Albumine,http://wikidata.org/wiki/Q56055236 Fotografia em papel,http://wikidata.org/wiki/Q56055236 Photographic print,-,,http://acervos.ims.com.br/portals/#/detailpage/79170 Instituto Moreira Salles,www.wikidata.org/wiki/Q65620132 Wikidata,-22.91352,-43.17581,http://www.wikidata.org/entity/Q2946148 Centro,,,https://rioiconography.sfo2.digitaloceanspaces.com/situatedviews/001ACL019093.jpg,All||Views
