qid,P31,Lpt-br,Dpt-br,P571,P17,P1259,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
,,Ilha da Boa Viagem,Fotografia de Marc Ferrez,,Q155,-22.907527/-43.128453,Q3180571,Q11469,Q71989864,0071824cx101-10,Q172984,33.8 degree,24.0 centimetre,18.0 centimetre,77591
,,Morro de Gragoatá com a Fortaleza de Gragoatá ao fundo,Fotografia de Marc Ferrez,,Q155,-22.905556/-43.132683,Q3180571,Q11469,Q71989864,0071824cx101-11,Q172984,60.0 degree,24.0 centimetre,18.0 centimetre,77592
,,"Estrada de Ferro Central do Brasil (Linha do Centro) - Estação Central do Brasil, Km 0",Fotografia de Marc Ferrez,,Q155,-22.904097/-43.190433,Q3180571,Q11469,Q71989864,0071824cx106-03,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,77595
,,"Estrada de Ferro Central do Brasil (Linha do Centro), Estação Central do Brasil, Km 0",Fotografia de Marc Ferrez,,Q155,-22.903527/-43.19052,Q3180571,Q11469,Q71989864,0071824cx106-04,Q172984,56.8 degree,24.0 centimetre,18.0 centimetre,78717
,,Igreja Anglicana,Fotografia de Marc Ferrez,,Q155,-22.909878/-43.17677,Q3180571,Q11469,Q71989864,0071824cx106-06,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,77598
,,Real Gabinete Português de Leitura,Fotografia de Marc Ferrez,,Q155,-22.905691/-43.18197,Q3180571,Q11469,Q71989864,0071824cx106-07,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,77599
,,Vista da Praça XV de Novembro,Fotografia de Marc Ferrez,,Q155,-22.902772/-43.172057,Q3180571,Q11469,Q71989864,0071824cx109a-06,Q172984,45.2 degree,24.0 centimetre,18.0 centimetre,77620
,,Colégio Militar,Fotografia de Marc Ferrez,,Q155,-22.916177/-43.22695,Q3180571,Q11469,Q71989864,0071824cx109a-07,Q172984,41.8 degree,24.0 centimetre,18.0 centimetre,77621
,,Pedras de Itapuca e do Índio,Fotografia de Marc Ferrez,,Q155,-22.905726/-43.120521,Q3180571,Q11469,Q71989864,0071824cx111-02,Q172984,49.2 degree,24.0 centimetre,18.0 centimetre,77625
,,Pedra da Gávea,Fotografia de Marc Ferrez,,Q155,-22.968281/-43.262274,Q3180571,Q11469,Q71989864,0071824cx111-05,COLÓDIO/ Prata,55.2 degree,24.0 centimetre,18.0 centimetre,77633
,,Liceu Literário Português,Fotografia de Marc Ferrez,,Q155,-22.896948/-43.180528,Q3180571,Q11469,Q71989864,0071824cx112-01,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,70978
,,Arsenal da Marinha,Fotografia de Marc Ferrez,,Q155,-22.899433/-43.177866,Q3180571,Q11469,Q71989864,0071824cx112-02,Q172984,59.6 degree,24.0 centimetre,18.0 centimetre,70979
,,Igreja de Nossa Senhora Mãe dos Homens,Fotografia de Marc Ferrez,,Q155,-22.901913/-43.178222,Q3180571,Q11469,Q71989864,0071824cx112-03,Q172984,75.6 degree,18.0 centimetre,24.0 centimetre,70980
,,Palácio Itamaraty,Fotografia de Marc Ferrez,,Q155,-22.903138/-43.187608,Q3180571,Q11469,Q71989864,0071824cx112-04,Q172984,59.2 degree,24.0 centimetre,18.0 centimetre,71081
,,Casa de oração da Igreja Evangélica Fluminense,Fotografia de Marc Ferrez,,Q155,-22.902566/-43.186479,Q3180571,Q11469,Q71989864,0071824cx112-05,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,70981
,,Igreja Matriz de Santa Rita,Fotografia de Marc Ferrez,,Q155,-22.900025/-43.180981,Q3180571,Q11469,Q71989864,0071824cx112-06,Q172984,45.0 degree,18.0 centimetre,24.0 centimetre,71082
,,Rua do Ouvidor,Fotografia de Marc Ferrez,,Q155,-22.902456/-43.17593400000001,Q3180571,Q11469,Q71989864,0071824cx112-07,Q172984,60.0 degree,18.0 centimetre,24.0 centimetre,71083
,,Ginásio Nacional,Fotografia de Marc Ferrez,,Q155,-22.902075/-43.184714,Q3180571,Q11469,Q71989864,0071824cx112-08,Q172984,60.0 degree,24.0 centimetre,18.0 centimetre,70982
,,Igreja São Pedro dos Clérigos,Fotografia de Marc Ferrez,,Q155,-22.900978/-43.180409,Q3180571,Q11469,Q71989864,0071824cx112-10,Q172984,65.0 degree,18.0 centimetre,24.0 centimetre,70983
,,Igreja de Nossa Senhora da Lapa dos Mercadores,Fotografia de Marc Ferrez,,Q155,-22.901861/-43.175328,Q3180571,Q11469,Q71989864,0071824cx112-11,Q172984,61.0 degree,18.0 centimetre,24.0 centimetre,70984
,,Pavilhão do Club de Regatas Botafogo,Fotografia de Marc Ferrez,,Q155,-22.943286/-43.182261,Q3180571,Q11469,Q71989864,0071824cx114-01,Q172984,44.2 degree,24.0 centimetre,18.0 centimetre,77609
,,A Glória vista a partir do Morro do Castelo,Fotografia de Marc Ferrez,,Q155,-22.918204/-43.181485,Q3180571,Q11469,Q71989864,0071824cx114-02,Q172984,56.4 degree,24.0 centimetre,18.0 centimetre,77610
,,A Glória vista a partir do Morro do Castelo,Fotografia de Marc Ferrez,,Q155,-22.918535/-43.17868,Q3180571,Q11469,Q71989864,0071824cx114-03,Q172984,56.2 degree,,,77611
,,Vista do cais Pharoux,Fotografia de Marc Ferrez,,Q155,-22.89595/-43.17242,Q3180571,Q11469,Q71989864,0071824cx114-04,Q172984,42.4 degree,24.0 centimetre,18.0 centimetre,77612
,,Vista do cais Pharoux,Fotografia de Marc Ferrez,,Q155,-22.896591/-43.174637,Q3180571,Q11469,Q71989864,0071824cx114-05,Q172984,69.2 degree,24.0 centimetre,18.0 centimetre,77613
,,Vista do cais Pharoux,Fotografia de Marc Ferrez,,Q155,-22.896591/-43.174637,Q3180571,Q11469,Q71989864,0071824cx114-06,Q172984,69.2 degree,24.0 centimetre,18.0 centimetre,77614
,,Passeio Público,Fotografia de Marc Ferrez,,Q155,-22.913755/-43.175881,Q3180571,Q11469,Q71989864,0071824cx125-01,COLÓDIO/ Prata,45.0 degree,24.0 centimetre,18.0 centimetre,77646
,,Enseada de Botafogo,Fotografia de Marc Ferrez,,Q155,-22.941562/-43.17778300000001,Q3180571,Q11469,Q71989864,0071824cx126-01,Q172984,44.2 degree,,,77634
,,"Panorama do centro do Rio de Janeiro, a partir da Ilha das Cobras, no primeiro plano a Alfândega e a torre da Candelária",Fotografia de Marc Ferrez,,Q155,-22.896662/-43.174303,Q3180571,Q11469,Q71989864,0071824cx126-02,Q172984,55.4 degree,24.0 centimetre,18.0 centimetre,77635
,,Igreja de São Joaquim,Fotografia de Marc Ferrez,,Q155,-22.901975/-43.184609,Q3180571,Q11469,Q71989864,0071824cx126-05,Q172984,60.0 degree,18.0 centimetre,24.0 centimetre,77636
,,Panorama do Rio de Janeiro visto a partir da Ilha das Cobras,Fotografia de Marc Ferrez,,Q155,-22.896295/-43.173989,Q3180571,Q11469,Q71989864,0071824cx126-06,Q172984,55.6 degree,24.0 centimetre,18.0 centimetre,77637
,,"Bairro da Lapa a partir de Santa Teresa, ao fundo o Morro do Castelo",Fotografia de Marc Ferrez,,Q155,-22.916549/-43.179653,Q3180571,Q11469,Q71989864,0071824cx126-08,Q172984,45.0 degree,24.0 centimetre,18.0 centimetre,77638
,,Panorama dos bairros do Flamengo e Catete,Fotografia de Marc Ferrez,,Q155,-22.923911/-43.174905,Q3180571,Q11469,Q71989864,0071824cx126-09,Q172984,55.2 degree,24.0 centimetre,18.0 centimetre,77639
,,Monumento em homenagem a Pedro Álvares Cabral,Fotografia de Marc Ferrez,,Q155,-22.920009/-43.176965,Q3180571,Q11469,Q71989864,0071824cx126-10,Q172984,46.0 degree,24.0 centimetre,18.0 centimetre,77640
,,"Entrada da Baía de Guanabara, ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.943323/-43.115056,Q3180571,Q11469,Q71989864,0071824cx126-11,Q172984,50.4 degree,24.0 centimetre,18.0 centimetre,77641
,,Igreja Nossa Senhora da Glória,Fotografia de Marc Ferrez,,Q155,-22.930645/-43.179279,Q3180571,Q11469,Q71989864,0071824cx127-06,Q172984,49.4 degree,,,77642
,,Catedral Presbiteriana do Rio de Janeiro,Fotografia de Marc Ferrez,,Q155,-22.932832/-43.177875,Q3180571,Q11469,Q71989864,0071824cx127-07,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,77643
,,Catedral Presbiteriana do Rio de Janeiro,Fotografia de Marc Ferrez,,Q155,-22.932825/-43.177824,Q3180571,Q11469,Q71989864,0071824cx127-08,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,77644
,,"Ambulantes no largo do Paço, morro do Castelo ao fundo",Fotografia de Gomes Junior,,Q155,-22.90254/-43.173593,Q86942676,Q11469,Q71989864,0071824cxambulantesb-05,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,77652
,,Rua da Quitanda,Fotografia de Marc Ferrez,,Q155,-22.904508/-43.176329,Q3180571,Q11469,Q71989864,0071824cxavulsos2-03,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,77647
,,Rua da Quitanda,Fotografia de Marc Ferrez,,Q155,-22.904508/-43.176329,Q3180571,Q11469,Q71989864,0071824cxavulsos2-04,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,77648
,,"Cine Pathé na Avenida Central, 116",Fotografia de Augusto Malta,1926-06-25,Q155,-22.904412/-43.177824,Q16495239,Q11469,Q71989864,0071824cxjulioferrez2-01,Q172984,39.8 degree,18.0 centimetre,24.0 centimetre,77653
,,"Aqueduto da Carioca, também conhecido como Arcos da Lapa",Fotografia de Marc Ferrez,,Q155,-22.91186/-43.179186,Q3180571,Q11469,Q71989864,0071824cxminas3-07,Q172984,52.0 degree,24.0 centimetre,18.0 centimetre,77678
,,"Praça XV de Novembro, antiga Praça D. Pedro II",Fotografia de Marc Ferrez,,Q155,-22.902708/-43.173873,Q3180571,Q11469,Q71989864,0071824cxpintcand-01,Q172984,55.0 degree,24.0 centimetre,18.0 centimetre,77654
,,Praça XV de Novembro,Fotografia de Marc Ferrez,,Q155,-22.902684/-43.173847,Q3180571,Q11469,Q71989864,0071824cxpintcand-03,Q172984,67.0 degree,24.0 centimetre,18.0 centimetre,77655
,,"Praça XV de Novembro, ao centro, o Chafariz do Mestre Valentin",Fotografia de Marc Ferrez,,Q155,-22.9029/-43.174841,Q3180571,Q11469,Q71989864,0071824cxpintcand-04,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,77656
,,"Entrada da Baía de Guanabara, ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.935354/-43.124301,Q3180571,Q11469,Q71989864,0071824cxrio1-09,Q172984,57.2 degree,24.0 centimetre,18.0 centimetre,77657
,,Morro do Corcovado tomado da Floresta da Tijuca,Fotografia de Marc Ferrez,,Q155,-22.953101/-43.22585,Q3180571,Q11469,Q71989864,0071824cxrio2-02_2,Q172984,52.0 degree,18.0 centimetre,24.0 centimetre,77679
,,"Panorama do centro do Rio, ao fundo a Ilha Fiscal",Fotografia de Marc Ferrez,,Q155,-22.906951/-43.172422,Q3180571,Q11469,Q71989864,0071824cxrio2-03,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,77658
,,Pedra de Itapuca,Fotografia de Marc Ferrez,,Q155,-22.905339/-43.119374,Q3180571,Q11469,Q71989864,0071824cxrio2-04,COLÓDIO/ Prata,54.4 degree,24.0 centimetre,18.0 centimetre,77659
,,"Mercado da Praia do Peixe, ao fundo, torres da Igreja da Ordem Terceira do Carmo",Fotografia de Marc Ferrez,,Q155,-22.901476/-43.173076,Q3180571,Q11469,Q71989864,0071824cxrio2-05,Q172984,40.0 degree,24.0 centimetre,18.0 centimetre,77680
,,"Rua Primeiro de Março, com destaque para a Igreja de Santa Cruz dos Militares",Fotografia de Marc Ferrez,,Q155,-22.901929/-43.176303,Q3180571,Q11469,Q71989864,0071824cxrio2-06,Q172984,53.4 degree,24.0 centimetre,18.0 centimetre,77660
,,Entrada da Baía de Guanabara e Pão de Açucar,Fotografia de Marc Ferrez,,Q155,-22.951666/-43.1121,Q3180571,Q11469,Q71989864,0071824cxrio2-07,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,77681
,,Procissão Marítima,Fotografia de Marc Ferrez,,Q155,-22.942803/-43.162089,Q3180571,Q11469,Q71989864,0071824cxrio2-09,Q172984,40.0 degree,24.0 centimetre,18.0 centimetre,77662
,,Regatas na Praia de Botafogo,Fotografia de Marc Ferrez,,Q155,-22.94634/-43.180497,Q3180571,Q11469,Q71989864,0071824cxrio2-10,Q172984,41.8 degree,24.0 centimetre,18.0 centimetre,77663
,,"Rua Direita, atual rua Primeiro de Março",Fotografia de Marc Ferrez,,Q155,-22.901813/-43.176339,Q3180571,Q11469,Q71989864,0071824cxrio2-11,Q172984,70.0 degree,18.0 centimetre,24.0 centimetre,77664
,,Enseada de Botafogo,Fotografia de Marc Ferrez,,Q155,-22.940894/-43.17762800000001,Q3180571,Q11469,Q71989864,0071824cxrio2-12,COLÓDIO/ Prata,52.2 degree,,,77665
,,"Rua São Clemente, ao fundo o morro do Corcovado",Fotografia de Marc Ferrez,,Q155,-22.950337/-43.191973,Q3180571,Q11469,Q71989864,0071824cxrio2-13,COLÓDIO/ Prata,45.8 degree,18.0 centimetre,24.0 centimetre,77682
,,Morro do Pão de Açúcar visto a partir da Fortaleza de Santa Cruz,Fotografia de Marc Ferrez,,Q155,-22.935893/-43.13297,Q3180571,Q11469,Q71989864,0071824cxrio3-01,Q172984,41.8 degree,24.0 centimetre,18.0 centimetre,77666
,,Ilha da Boa Viagem,Fotografia de Marc Ferrez,,Q155,-22.908396/-43.130361,Q3180571,Q11469,Q71989864,0071824cxrio3-02,Q172984,40.2 degree,24.0 centimetre,18.0 centimetre,77667
,,Bairro do Flamengo visto do Morro Nova Cintra,Fotografia de Marc Ferrez,,Q155,-22.928832/-43.183658,Q3180571,Q11469,Q71989864,0071824cxrio3-04,Q172984,44.0 degree,24.0 centimetre,18.0 centimetre,77669
,,"Rua Direita, atual rua Primeiro de Março",Fotografia de Marc Ferrez,,Q155,-22.902766/-43.175759,Q3180571,Q11469,Q71989864,0071824cxrio3-05,Q172984,52.4 degree,18.0 centimetre,24.0 centimetre,77683
,,Passeio Público,Fotografia de Marc Ferrez,,Q155,-22.913763/-43.175839,Q3180571,Q11469,Q71989864,0071824cxrio3-09,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,77670
,,Imprensa Nacional,Fotografia de Marc Ferrez,,Q155,-22.906971/-43.178169,Q3180571,Q11469,Q71989864,0071824cxrio4-05,COLÓDIO/ Prata,54.6 degree,24.0 centimetre,18.0 centimetre,77671
,,Igreja Anglicana,Fotografia de Marc Ferrez,,Q155,-22.909878/-43.17677,Q3180571,Q11469,Q71989864,0071824cxsn1-04,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,77672
,,"Real Gabinete Português de Leitura, na rua Luís de Camões. À direita, os fundos da Escola Politécnica, atual IFCS/UFRJ",Fotografia de Marc Ferrez,,Q155,-22.905691/-43.18197,Q3180571,Q11469,Q71989864,0071824cxsn1-10,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,77674
,,Igreja Anglicana,Fotografia de Marc Ferrez,,Q155,-22.909878/-43.17677,Q3180571,Q11469,Q71989864,0071824cxsn1-12,Q172984,50.0 degree,18.0 centimetre,24.0 centimetre,77673
,,"Avenida Central, atual Rio Branco",Fotografia de Marc Ferrez,,Q155,-22.902295/-43.178819,Q3180571,Q11469,Q71989864,0071824cxsn2-01,Q172984,45.0 degree,24.0 centimetre,18.0 centimetre,77675
,,"Avenida Central, atual Rio Branco",Fotografia de Marc Ferrez,,Q155,-22.901586/-43.178821,Q3180571,Q11469,Q71989864,0071824cxsn2-02,Q172984,60.0 degree,24.0 centimetre,18.0 centimetre,77676
,,"Praia de Copacabana, ao fundo a Igreja de Nossa Senhora de Copacabana",Fotografia de Marc Ferrez,,Q155,-22.984464000000006/-43.189139,Q3180571,Q11469,Q71989864,0071824cxsn2-03,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,77677
,,"Praia de Botafogo, ao fundo o Morro do Corcovado e a Pedra da Gávea",Fotografia de Marc Ferrez,,Q155,-22.941703/-43.175142,Q3180571,Q11469,Q71989864,0071824cxsn2-04,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,78574
,,"Avenida Central, nas proximidades do cruzamento com a Rua do Rosário",Fotografia de Marc Ferrez,,Q155,-22.902284/-43.178867,Q3180571,Q11469,Q71989864,0071824cxsn2-06,Q172984,50.2 degree,24.0 centimetre,18.0 centimetre,78712
,,"Aqueduto da Carioca, também conhecido como Arcos da Lapa",Fotografia de Marc Ferrez,,Q155,-22.913285/-43.1813,Q3180571,Q11469,Q71989864,0071824cxsn2-08,Q172984,50.0 degree,24.0 centimetre,18.0 centimetre,78576
,,"Avenida Central, atual Rio Branco",Fotografia de Marc Ferrez,,Q155,-22.902295/-43.178819,Q3180571,Q11469,Q71989864,0071824cxsn2-09,Q172984,45.0 degree,24.0 centimetre,18.0 centimetre,78577
,,Interior do Jardim Botânico,Fotografia de Marc Ferrez,,Q155,-22.960914/-43.272996,Q3180571,Q11469,Q71989864,0071824cxsn2-10,Q172984,55.2 degree,24.0 centimetre,18.0 centimetre,78578
,,Vista do Outeiro da Glória,Fotografia de Marc Ferrez,,Q155,-22.91859/-43.17622,Q3180571,Q11469,Q71989864,0071824cxsn2-13,Q172984,48.8 degree,24.0 centimetre,18.0 centimetre,78581
,,Vista do Cais Pharoux a partir da Ilha das Cobras,Fotografia de Marc Ferrez,,Q155,-22.896591/-43.174637,Q3180571,Q11469,Q71989864,0071824cxvarios1-01,Q172984,69.2 degree,24.0 centimetre,18.0 centimetre,78592
,,Panorama do Rio de Janeiro visto a partir da Ilha das Cobras,Fotografia de Marc Ferrez,,Q155,-22.896348/-43.174064,Q3180571,Q11469,Q71989864,0071824cxvarios1-02,Q172984,71.6 degree,24.0 centimetre,18.0 centimetre,78593
,,Panorama do Rio de Janeiro visto a partir da Ilha das Cobras,Fotografia de Marc Ferrez,,Q155,-22.896286/-43.174037,Q3180571,Q11469,Q71989864,0071824cxvarios1-03,Q172984,75.0 degree,24.0 centimetre,18.0 centimetre,78594
,,Panorama do Rio de Janeiro visto a partir da Ilha das Cobras,Fotografia de Marc Ferrez,,Q155,-22.896364/-43.174118,Q3180571,Q11469,Q71989864,0071824cxvarios1-04,Q172984,75.6 degree,24.0 centimetre,18.0 centimetre,78595
,,Panorama do Rio de Janeiro visto a partir da Ilha das Cobras,Fotografia de Marc Ferrez,,Q155,-22.896286/-43.174037,Q3180571,Q11469,Q71989864,0071824cxvarios1-05,Q172984,75.0 degree,24.0 centimetre,18.0 centimetre,78596
,,A Glória vista a partir do Morro do Castelo,Fotografia de Marc Ferrez,,Q155,-22.918204/-43.181485,Q3180571,Q11469,Q71989864,0071824cxvarios1-06,Q172984,56.4 degree,24.0 centimetre,18.0 centimetre,78597
,,"Vista da Glória, e ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.918517/-43.178716,Q3180571,Q11469,Q71989864,0072430cx003b-01,Q172984,43.6 degree,30.0 centimetre,24.0 centimetre,71019
,,"Vista da Glória, e ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.918493/-43.178736,Q3180571,Q11469,Q71989864,0072430cx003b-02,Q172984,52.2 degree,30.0 centimetre,24.0 centimetre,71020
,,Club de Regatas Botafogo,Fotografia de Marc Ferrez,,Q155,-22.947285/-43.182639,Q3180571,Q11469,Q71989864,0072430cx003b-03,Q172984,64.6 degree,30.0 centimetre,24.0 centimetre,71021
,,"Panorama do centro do Rio de Janeiro, ao fundo o Morro do Castelo e Palácio Monroe",Fotografia de Marc Ferrez,,Q155,-22.918593/-43.178447,Q3180571,Q11469,Q71989864,0072430cx003b-04,Q172984,45.2 degree,30.0 centimetre,24.0 centimetre,71022
,,Igreja de Santa Cruz dos Militares,Fotografia de Marc Ferrez,,Q155,-22.902173/-43.176057,Q3180571,Q11469,Q71989864,0072430cx003b-05,Q172984,50.0 degree,24.0 centimetre,30.0 centimetre,71023
,,"Vista da Glória, vendo-se ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.918519/-43.178812,Q3180571,Q11469,Q71989864,0072430cx003b-06,Q172984,52.8 degree,30.0 centimetre,24.0 centimetre,71024
,,Vista do bairro da Glória a partir do Morro do Castelo,Fotografia de Marc Ferrez,,Q155,-22.92238/-43.18527,Q3180571,Q11469,Q71989864,0072430cx003b-07,Q172984,41.8 degree,30.0 centimetre,24.0 centimetre,71025
,,"Glória, vendo-se ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.918470000000006/-43.178751,Q3180571,Q11469,Q71989864,0072430cx003b-08,Q172984,42.8 degree,30.0 centimetre,24.0 centimetre,71026
,,Quebra mar e ao fundo o Outeiro da Glória,Fotografia de Marc Ferrez,,Q155,-22.914355/-43.176018,Q3180571,Q11469,Q71989864,0072430cx003b-09,Q172984,42.8 degree,30.0 centimetre,24.0 centimetre,71027
,,"Aqueduto da Carioca, conhecido como os arcos da Lapa",Fotografia de Marc Ferrez,,Q155,-22.91186/-43.179186,Q3180571,Q11469,Q71989864,0072430cx003b-10,Q172984,52.0 degree,30.0 centimetre,24.0 centimetre,71028
,,Club de Regatas Botafogo,Fotografia de Marc Ferrez,,Q155,-22.947116/-43.182593,Q3180571,Q11469,Q71989864,0072430cx003b-11,Q172984,50.8 degree,30.0 centimetre,24.0 centimetre,78607
,,Arsenal da Marinha,Fotografia de Marc Ferrez,,Q155,-22.896494/-43.175321,Q3180571,Q11469,Q71989864,0072430cx004-01,Q172984,65.2 degree,30. centimetre,24.0 centimetre,71030
,,"Arsenal da Marinha, alfândega e a Igreja da Candelária",Fotografia de Marc Ferrez,,Q155,-22.896499/-43.175317,Q3180571,Q11469,Q71989864,0072430cx004-02,Q172984,63.2 degree,30.0 centimetre,24.0 centimetre,71031
,,Cais Pharoux a partir da Ilha das Cobras,Fotografia de Marc Ferrez,,Q155,-22.896307/-43.173988,Q3180571,Q11469,Q71989864,0072430cx004-03,Q172984,49.2 degree,30.0 centimetre,24.0 centimetre,71032
,,Floresta da Tijuca,Fotografia de Marc Ferrez,,Q155,-22.983912/-43.29859,Q3180571,Q11469,Q71989864,0072430cx006-01,COLÓDIO/ Prata,39.4 degree,30.0 centimetre,24.0 centimetre,70992
,,Vista da Floresta da Tijuca,Fotografia de Marc Ferrez,,Q155,-22.9562/-43.291477,Q3180571,Q11469,Q71989864,0072430cx006-03,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,70994
,,Hotel White,Fotografia de Marc Ferrez,,Q155,-22.961088/-43.271821,Q3180571,Q11469,Q71989864,0072430cx006-04,COLÓDIO/ Prata,40.4 degree,30.0 centimetre,24.0 centimetre,70995
,,Pedra da Gávea,Fotografia de Marc Ferrez,,Q155,-22.988563/-43.283731,Q3180571,Q11469,Q71989864,0072430cx006-05,COLÓDIO/ Prata,47.8 degree,24.0 centimetre,30.0 centimetre,70996
,,Bico do Papagaio,Fotografia de Marc Ferrez,,Q155,-22.951359/-43.285882,Q3180571,Q11469,Q71989864,0072430cx006-12,Q172984,35.0 degree,30.0 centimetre,24.0 centimetre,78591
,,"Hotel Avenida, e o edifício da Imprensa Nacional em segundo plano",Fotografia de Marc Ferrez,,Q155,-22.9072/-43.176723,Q3180571,Q11469,Q71989864,0072430cx007-03,Q172984,65.0 degree,30.0 centimetre,24.0 centimetre,71072
,,Hotel Avenida,Fotografia de Marc Ferrez,,Q155,-22.9063/-43.177015,Q3180571,Q11469,Q71989864,0072430cx007-05,Q172984,50.8 degree,30.0 centimetre,24.0 centimetre,71073
,,"Panorama do centro do Rio de Janeiro, ao fundo o Palácio Monroe, a Praia de Santa Luzia e o Morro do Castelo",Fotografia de Marc Ferrez,,Q155,-22.918601/-43.17846,Q3180571,Q11469,Q71989864,0072430cx007-07,Q172984,45.8 degree,30.0 centimetre,24.0 centimetre,71074
,,A Tijuca vista da estrada do Sumaré,Fotografia de Marc Ferrez,,Q155,-22.931926/-43.222835,Q3180571,Q11469,Q71989864,0072430cx007-11,Q172984,42.8 degree,30.0 centimetre,24.0 centimetre,71075
,,Vista das furnas de Agassiz,Fotografia de Marc Ferrez,,Q155,-22.982401/-43.293746,Q3180571,Q11469,Q71989864,0072430cx007-13,Q172984,44.4 degree,24.0 centimetre,30.0 centimetre,71076
,,"Vista de Botafogo, ao fundo o Morro do Corcovado, Pão de Açúcar e a Pedra da Gávea",Fotografia de Marc Ferrez,,Q155,-22.941553/-43.178458,Q3180571,Q11469,Q71989864,0072430cx009-01,Q172984,39.2 degree,24.6 centimetre,20.0 centimetre,78598
,,"Vista de Botafogo, ao fundo o Morro do Corcovado, Pão de Açúcar e a Pedra da Gávea",Fotografia de Marc Ferrez,,Q155,-22.941239000000003/-43.177582,Q3180571,Q11469,Q71989864,0072430cx009-02,COLÓDIO/ Prata,41.6 degree,30.0 centimetre,24.0 centimetre,78599
,,Hotel White,Fotografia de Marc Ferrez,,Q155,-22.961088/-43.271821,Q3180571,Q11469,Q71989864,0072430cx009-03,COLÓDIO/ Prata,40.4 degree,30.0 centimetre,24.0 centimetre,78600
,,"Rua São Clemente, ao fundo o morro do Corcovado",Fotografia de Marc Ferrez,,Q155,-22.950659/-43.192971,Q3180571,Q11469,Q71989864,0072430cx009-04,Q172984,55.8 degree,30.0 centimetre,24.0 centimetre,78601
,,Morros da Viúva e do Pão de Açúcar a partir de Botafogo,Fotografia de Marc Ferrez,,Q155,-22.941157/-43.184832,Q3180571,Q11469,Q71989864,0072430cx009-05,Q172984,53.6 degree,30.0 centimetre,24.0 centimetre,78602
,,"Rua São Clemente, ao fundo o morro do Corcovado",Fotografia de Marc Ferrez,,Q155,-22.950336/-43.191973,Q3180571,Q11469,Q71989864,0072430cx009-06,Q172984,49.4 degree,30.0 centimetre,24.0 centimetre,78603
,,"Vista da Baía de Guanabara a partir de Santa Teresa, ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.936135/-43.20415300000001,Q3180571,Q11469,Q71989864,0072430cx009-07,Q172984,36.0 degree,30.0 centimetre,24.0 centimetre,78604
,,Hotel da Vista Alegre,Fotografia de Marc Ferrez,,Q155,-22.924035/-43.190384,Q3180571,Q11469,Q71989864,0072430cx009-08,Q172984,50.0 degree,,,78605
,,"Enseada de Botafogo, ao fundo o Pão de Açúcar",Fotografia de Marc Ferrez,,Q155,-22.941991/-43.184209,Q3180571,Q11469,Q71989864,0072430cx009-09,Q172984,66.2 degree,30.0 centimetre,24.0 centimetre,78606
,,Campo da Aclamação,Fotografia de Marc Ferrez,,Q155,-22.908722/-43.187094,Q3180571,Q11469,Q71989864,0072430cx010-03,COLÓDIO/ Prata,65.0 degree,30.0 centimetre,24.0 centimetre,71058
,,Passeio Público,Fotografia de Marc Ferrez,,Q155,-22.913775/-43.175843,Q3180571,Q11469,Q71989864,0072430cx010-05,COLÓDIO/ Prata,51.2 degree,30.0 centimetre,24.0 centimetre,71060
,,Passeio Público,Fotografia de Marc Ferrez,,Q155,-22.913761/-43.175859,Q3180571,Q11469,Q71989864,0072430cx010-06,COLÓDIO/ Prata,40.4 degree,30.0 centimetre,24.0 centimetre,71061
,,"Vista da Baía de Guanabara, do Pão de Açúcar e do bairro de Botafogo a partir do Corcovado",Fotografia de Marc Ferrez,,Q155,-22.951854/-43.210035,Q3180571,Q11469,Q71989864,0072430cx011-01,Q172984,50.0 degree,30.0 centimetre,24.0 centimetre,78582
